,language_id,id,cladesOrder,clade_id,iso_code,first_node_depth,proximate_node_depth,proximate_node_posterior_probability,ascii_name,utf8_name,description,earliestTimeDepthBound,latestTimeDepthBound,progress,author,foss_stat,glottocode,level0,level1,level2,level3,low_stat,representative,reviewer,rfcWebPath1,rfcWebPath2,soundcompcode,variety,sortRankInClade,sndCompLevel0,sndCompLevel1,sndCompLevel2,sndCompLevel3,entryTimeframe,originalAsciiName,historical,notInExport,distribution,logNormalMean,logNormalOffset,logNormalStDev,normalMean,normalStDev,uniformLower,uniformUpper,latitude,longitude,exampleLanguage,fragmentary,nativeScriptIsRtl,loc_justification
422,308,51829,3,33,sdh,6981,700,0.78,KurdishSQorveh,Kurdish S.: Qorveh,"Variety of Qorveh, Kurdistan province, Iran",NA,NA,0,Masoud Mohammadirad,FALSE,sout2640,6,3,0,0,FALSE,FALSE,NA,,NA,NA,"Qorveh, Kurdistan province, Iran",67,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.168,47.801,FALSE,FALSE,FALSE,"Coder was born and grew up in Qorveh, Kurdistan province, Iran, and learnt this variety as his native tongue.  "
56,42,52052,3,5,lld,5564,1050,0.24,Ladin,Ladin,,NA,NA,5,Paul Videsott,FALSE,ladi1250,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,43,2,3,0,0,NA,Ladin,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,46.51,11.77,FALSE,FALSE,FALSE,"Set on the border between Trentino and South Tyrol, a geographically central point of the area in which Ladin is spoken."
58,42,52054,1,34,lld,5564,1050,0.24,Ladin,Ladin,,NA,NA,5,Paul Videsott,FALSE,ladi1250,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,43,2,3,0,0,NA,Ladin,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,46.51,11.77,FALSE,FALSE,FALSE,"Set on the border between Trentino and South Tyrol, a geographically central point of the area in which Ladin is spoken."
57,42,52053,2,51,lld,5564,1050,0.24,Ladin,Ladin,,NA,NA,5,Paul Videsott,FALSE,ladi1250,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,43,2,3,0,0,NA,Ladin,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,46.51,11.77,FALSE,FALSE,FALSE,"Set on the border between Trentino and South Tyrol, a geographically central point of the area in which Ladin is spoken."
358,279,51852,2,23,lrl,5520,500,1,Lari,Lari,,NA,NA,5,Muhammed Ourang and Erik Anonby,FALSE,lari1253,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,87,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,27.21,53.66,FALSE,FALSE,FALSE,"Set on the town of Ahel, where the IE-CoR data were collected."
357,279,51851,3,33,lrl,6981,500,1,Lari,Lari,,NA,NA,5,Muhammed Ourang and Erik Anonby,FALSE,lari1253,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,87,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,27.21,53.66,FALSE,FALSE,FALSE,"Set on the town of Ahel, where the IE-CoR data were collected."
283,230,52118,3,15,cor,4889,850,1,LateCornish,Late Cornish,,400,200,5,Nicholas Williams,FALSE,oldc1252,10,2,2,0,FALSE,FALSE,NA,,NA,NA,,37,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,300,50,NA,NA,50.08,-5.54,FALSE,FALSE,FALSE,"Set on Mousehole (Porthenys), the most probable location of the last native speakers of Cornish."
284,230,52119,2,17,cor,4889,850,1,LateCornish,Late Cornish,,400,200,5,Nicholas Williams,FALSE,oldc1252,10,2,2,0,FALSE,FALSE,NA,,NA,NA,,37,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,300,50,NA,NA,50.08,-5.54,FALSE,FALSE,FALSE,"Set on Mousehole (Porthenys), the most probable location of the last native speakers of Cornish."
285,230,52120,1,50,cor,4889,850,1,LateCornish,Late Cornish,,400,200,5,Nicholas Williams,FALSE,oldc1252,10,2,2,0,FALSE,FALSE,NA,,NA,NA,,37,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,300,50,NA,NA,50.08,-5.54,FALSE,FALSE,FALSE,"Set on Mousehole (Porthenys), the most probable location of the last native speakers of Cornish."
234,190,51862,3,11,ltg,3663,300,1,Latgalian,Latgalian,,NA,NA,5,Tijmen Pronk,FALSE,east2282,7,1,1,0,FALSE,FALSE,NA,,NA,NA,,15,0,0,0,0,NA,Latgalian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,56.5,27.33,FALSE,FALSE,FALSE,The coordinates are those of the town of Rēzekne in the centre of Latgalia.
235,190,51863,2,29,ltg,3663,300,1,Latgalian,Latgalian,,NA,NA,5,Tijmen Pronk,FALSE,east2282,7,1,1,0,FALSE,FALSE,NA,,NA,NA,,15,0,0,0,0,NA,Latgalian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,56.5,27.33,FALSE,FALSE,FALSE,The coordinates are those of the town of Rēzekne in the centre of Latgalia.
236,190,51864,1,52,ltg,3663,300,1,Latgalian,Latgalian,,NA,NA,5,Tijmen Pronk,FALSE,east2282,7,1,1,0,FALSE,FALSE,NA,,NA,NA,,15,0,0,0,0,NA,Latgalian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,56.5,27.33,FALSE,FALSE,FALSE,The coordinates are those of the town of Rēzekne in the centre of Latgalia.
150,112,52032,3,5,lat,5564,3550,1,Latin,Latin,Classical Latin (Literary Standard of the Roman Late Republic/Early Imperial Period). Verb forms given in the present infinitive otherwise specified.  Nouns given in nominative singular unless otherwise specified.,NA,NA,5,Matthew Scarborough,FALSE,lati1261,9,1,0,0,FALSE,TRUE,NA,http://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0059%3Aentry%3D,NA,NA,Classical Latin,10,2,0,0,0,NA,Latin,TRUE,FALSE,N,NA,NA,NA,2050,75,NA,NA,41.89,12.48,FALSE,FALSE,FALSE,Set in Rome.  
151,112,52033,2,51,lat,5564,3550,1,Latin,Latin,Classical Latin (Literary Standard of the Roman Late Republic/Early Imperial Period). Verb forms given in the present infinitive otherwise specified.  Nouns given in nominative singular unless otherwise specified.,NA,NA,5,Matthew Scarborough,FALSE,lati1261,9,1,0,0,FALSE,TRUE,NA,http://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0059%3Aentry%3D,NA,NA,Classical Latin,10,2,0,0,0,NA,Latin,TRUE,FALSE,N,NA,NA,NA,2050,75,NA,NA,41.89,12.48,FALSE,FALSE,FALSE,Set in Rome.  
59,44,51859,3,11,lav,3663,300,1,Latvian,Latvian,,NA,NA,5,Tijmen Pronk,FALSE,latv1249,7,1,1,0,FALSE,FALSE,NA,http://www.tezaurs.lv/#/sv/,NA,NA,Standard Latvian,10,3,8,0,0,NA,Latvian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,57.47,25.49,TRUE,FALSE,FALSE,"Standard Latvian is based on the Vidzeme subdialect of the Middle dialect. The coordinates are those of the village of Mūrmuiža near Valmiera, Latvia, close to where Jānis Endzelīns, one of the founders of the Latvian norm, was born."
60,44,51860,2,29,lav,3663,300,1,Latvian,Latvian,,NA,NA,5,Tijmen Pronk,FALSE,latv1249,7,1,1,0,FALSE,FALSE,NA,http://www.tezaurs.lv/#/sv/,NA,NA,Standard Latvian,10,3,8,0,0,NA,Latvian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,57.47,25.49,TRUE,FALSE,FALSE,"Standard Latvian is based on the Vidzeme subdialect of the Middle dialect. The coordinates are those of the village of Mūrmuiža near Valmiera, Latvia, close to where Jānis Endzelīns, one of the founders of the Latvian norm, was born."
61,44,51861,1,52,lav,3663,300,1,Latvian,Latvian,,NA,NA,5,Tijmen Pronk,FALSE,latv1249,7,1,1,0,FALSE,FALSE,NA,http://www.tezaurs.lv/#/sv/,NA,NA,Standard Latvian,10,3,8,0,0,NA,Latvian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,57.47,25.49,TRUE,FALSE,FALSE,"Standard Latvian is based on the Vidzeme subdialect of the Middle dialect. The coordinates are those of the village of Mūrmuiža near Valmiera, Latvia, close to where Jānis Endzelīns, one of the founders of the Latvian norm, was born."
62,46,51865,3,11,lit,3663,1400,1,Lithuanian,Lithuanian,,NA,NA,5,Tijmen Pronk,FALSE,lith1251,7,1,1,0,FALSE,TRUE,NA,http://etimologija.baltnexus.lt/?w=,NA,NA,Standard Lithuanian,20,3,8,0,0,NA,Lithuanian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,54.84,23.17,FALSE,FALSE,FALSE,"Standard Lithuanian is based on the West Aukštaitian dialect. The coordinates are those of the village of Rygiškiai, Lithuania, where Jonas Jablonskis, one of the founders of the Lithuanian norm, grew up."
63,46,51866,2,29,lit,3663,1400,1,Lithuanian,Lithuanian,,NA,NA,5,Tijmen Pronk,FALSE,lith1251,7,1,1,0,FALSE,TRUE,NA,http://etimologija.baltnexus.lt/?w=,NA,NA,Standard Lithuanian,20,3,8,0,0,NA,Lithuanian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,54.84,23.17,FALSE,FALSE,FALSE,"Standard Lithuanian is based on the West Aukštaitian dialect. The coordinates are those of the village of Rygiškiai, Lithuania, where Jonas Jablonskis, one of the founders of the Lithuanian norm, grew up."
64,46,51867,1,52,lit,3663,1400,1,Lithuanian,Lithuanian,,NA,NA,5,Tijmen Pronk,FALSE,lith1251,7,1,1,0,FALSE,TRUE,NA,http://etimologija.baltnexus.lt/?w=,NA,NA,Standard Lithuanian,20,3,8,0,0,NA,Lithuanian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,54.84,23.17,FALSE,FALSE,FALSE,"Standard Lithuanian is based on the West Aukštaitian dialect. The coordinates are those of the village of Rygiškiai, Lithuania, where Jonas Jablonskis, one of the founders of the Lithuanian norm, grew up."
182,133,3034,3,22,xlu,6932,4700,1,Luvian,Luvian,Composite list of Cuneiform Luvian (xlu) and Hieroglyphic Luvian (hlu). Cuneiform Luvian and Hieroglyphic Luvian data are indicated respectively as (CL) and (HL) in the Native Script data.,NA,NA,5,Matilde Serangeli and Matthew Scarborough,FALSE,cune1239,1,0,0,0,FALSE,FALSE,NA,,NA,NA,"Composite of both well-documented forms:  predominantly Cuneiform, but also some Hieroglyphic Luvian data.of predominantly Cuneiform Luvian (xlu) and Hieroglyphic Luvian (hlu). ",20,6,0,0,0,NA,Luvian,TRUE,FALSE,N,NA,NA,NA,3350,75,NA,NA,38.425,36.32,FALSE,FALSE,FALSE,"Set at a geographically intermediate point between the archaeological sites where the main archives of the Cuneiform and Hieroglyphic forms were found, i.e. respectively Ḫattuša (modern Boğazköy) and ancient Karkamış."
158,120,52023,3,1,ltz,4889,400,1,Luxembourgish,Luxembourgish,,NA,NA,5,Sam Mersch,FALSE,luxe1241,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,,55,1,1,0,0,NA,Luxembourgish,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,49.75,6.12,FALSE,FALSE,FALSE,Set on the approximate geographical mid-point of (the country of) Luxembourg.
160,120,52025,1,2,ltz,4889,400,1,Luxembourgish,Luxembourgish,,NA,NA,5,Sam Mersch,FALSE,luxe1241,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,,55,1,1,0,0,NA,Luxembourgish,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,49.75,6.12,FALSE,FALSE,FALSE,Set on the approximate geographical mid-point of (the country of) Luxembourg.
159,120,52024,2,37,ltz,4889,400,1,Luxembourgish,Luxembourgish,,NA,NA,5,Sam Mersch,FALSE,luxe1241,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,,55,1,1,0,0,NA,Luxembourgish,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,49.75,6.12,FALSE,FALSE,FALSE,Set on the approximate geographical mid-point of (the country of) Luxembourg.
183,134,3035,3,22,xlc,6932,,,Lycian,Lycian,"Lycian A (or common Lycian). Lycian B (Milyan) forms, when attested, are included in the lexical notes.",NA,NA,5,Matilde Serangeli and Matthew Scarborough,FALSE,lyci1241,1,0,0,0,FALSE,FALSE,NA,,NA,NA,,30,6,0,0,0,NA,Lycian,TRUE,TRUE,N,NA,NA,NA,2350,50,NA,NA,36.56,29.84,FALSE,FALSE,FALSE,"Set at the approximate centre of historical Lycia, roughly encompassing the peninsula in south-west Asia Minor between the present-day Gulf of Fethiye and Gulf of Antalya."
120,92,51877,3,11,mkd,3663,500,0.28,Macedonian,Macedonian,Standard Macedonian,NA,NA,5,Lechosław Jocz,FALSE,mace1250,7,2,1,0,FALSE,FALSE,NA,http://makedonski.info/search/#,NA,NA,Standard,25,3,3,0,0,NA,Macedonian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,42,21.43,FALSE,FALSE,FALSE,"Set on Skopje, as the capital of Macedonia "
121,92,51878,2,12,mkd,3663,500,0.28,Macedonian,Macedonian,Standard Macedonian,NA,NA,5,Lechosław Jocz,FALSE,mace1250,7,2,1,0,FALSE,FALSE,NA,http://makedonski.info/search/#,NA,NA,Standard,25,3,3,0,0,NA,Macedonian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,42,21.43,FALSE,FALSE,FALSE,"Set on Skopje, as the capital of Macedonia "
122,92,51879,1,45,mkd,3663,500,0.28,Macedonian,Macedonian,Standard Macedonian,NA,NA,5,Lechosław Jocz,FALSE,mace1250,7,2,1,0,FALSE,FALSE,NA,http://makedonski.info/search/#,NA,NA,Standard,25,3,3,0,0,NA,Macedonian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,42,21.43,FALSE,FALSE,FALSE,"Set on Skopje, as the capital of Macedonia "
324,254,51880,3,11,mkd,3663,100,1,MacedonianSuho,Macedonian: Suho,"The Suho dialect of Macedonian, as described by Małecki (1936)",NA,NA,5,Lechosław Jocz,FALSE,mace1250,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Suho,26,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.82,23.37,FALSE,FALSE,FALSE,Set on the village of Suho/Sochos in the Thessaloniki region of Greece.
325,254,51881,2,12,mkd,3663,100,1,MacedonianSuho,Macedonian: Suho,"The Suho dialect of Macedonian, as described by Małecki (1936)",NA,NA,5,Lechosław Jocz,FALSE,mace1250,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Suho,26,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.82,23.37,FALSE,FALSE,FALSE,Set on the village of Suho/Sochos in the Thessaloniki region of Greece.
326,254,51882,1,45,mkd,3663,100,1,MacedonianSuho,Macedonian: Suho,"The Suho dialect of Macedonian, as described by Małecki (1936)",NA,NA,5,Lechosław Jocz,FALSE,mace1250,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Suho,26,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.82,23.37,FALSE,FALSE,FALSE,Set on the village of Suho/Sochos in the Thessaloniki region of Greece.
321,253,51883,3,11,mkd,3663,100,1,MacedonianVisoka,Macedonian: Visoka,"The Visoka dialect of Macedonian, as described by Małecki (1936)",NA,NA,5,Lechosław Jocz,FALSE,mace1250,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Visoka,27,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.83,23.2,FALSE,FALSE,FALSE,Set on the village of Visoka/Osa in the Thessaloniki region of Greece.
322,253,51884,2,12,mkd,3663,100,1,MacedonianVisoka,Macedonian: Visoka,"The Visoka dialect of Macedonian, as described by Małecki (1936)",NA,NA,5,Lechosław Jocz,FALSE,mace1250,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Visoka,27,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.83,23.2,FALSE,FALSE,FALSE,Set on the village of Visoka/Osa in the Thessaloniki region of Greece.
323,253,51885,1,45,mkd,3663,100,1,MacedonianVisoka,Macedonian: Visoka,"The Visoka dialect of Macedonian, as described by Małecki (1936)",NA,NA,5,Lechosław Jocz,FALSE,mace1250,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Visoka,27,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.83,23.2,FALSE,FALSE,FALSE,Set on the village of Visoka/Osa in the Thessaloniki region of Greece.
191,144,51752,2,24,mag,5520,750,0.51,Magahi,Magahi,"Magahi is spoken mainly in Bihar and Jharkhand, along with some parts of West Bengal and Orissa. The data for this work was collected from the variety of Magahi spoken in and around the capital city of Patna, Jehanabad and Gaya.Although linguistically Magahi is different from Hindi (it does not even belong to same sub-family,as is clear from the Grierson's classification), the Indian government classifies Magahi as a dialect of Hindi. Despite this attitude, a large population (counting up to 13,978,565 according to the Census of India, 2001) residing in villages and small towns still speak and use the language astheir medium of communication and information-sharing (Alok et al 2011).",NA,NA,5,Ganesh Gupta,FALSE,maga1260,6,1,0,0,FALSE,FALSE,NA,,NA,NA,,39,8,0,0,0,NA,Magahi,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,25.59,85.14,FALSE,FALSE,FALSE,"Set on Patna, the capital of the Indian state of Bihar, the major town in which Magahi is spoken."
190,144,51751,3,33,mag,6981,750,0.51,Magahi,Magahi,"Magahi is spoken mainly in Bihar and Jharkhand, along with some parts of West Bengal and Orissa. The data for this work was collected from the variety of Magahi spoken in and around the capital city of Patna, Jehanabad and Gaya.Although linguistically Magahi is different from Hindi (it does not even belong to same sub-family,as is clear from the Grierson's classification), the Indian government classifies Magahi as a dialect of Hindi. Despite this attitude, a large population (counting up to 13,978,565 according to the Census of India, 2001) residing in villages and small towns still speak and use the language astheir medium of communication and information-sharing (Alok et al 2011).",NA,NA,5,Ganesh Gupta,FALSE,maga1260,6,1,0,0,FALSE,FALSE,NA,,NA,NA,,39,8,0,0,0,NA,Magahi,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,25.59,85.14,FALSE,FALSE,FALSE,"Set on Patna, the capital of the Indian state of Bihar, the major town in which Magahi is spoken."
149,111,51750,2,24,mai,5520,800,1,Maithili,Maithili,,NA,NA,5,Ganesh Gupta,FALSE,mait1250,6,1,0,0,FALSE,FALSE,NA,,NA,NA,,36,8,0,0,0,NA,Maithili,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,26.35,86.08,FALSE,FALSE,FALSE,"Set on Madhubani, the cultural centre of the Mithila region, the home region of several renowned Maithili poets, among them Vidyapati Thakur, the ‘father of Maithili literature’."
148,111,51749,3,33,mai,6981,800,1,Maithili,Maithili,,NA,NA,5,Ganesh Gupta,FALSE,mait1250,6,1,0,0,FALSE,FALSE,NA,,NA,NA,,36,8,0,0,0,NA,Maithili,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,26.35,86.08,FALSE,FALSE,FALSE,"Set on Madhubani, the cultural centre of the Mithila region, the home region of several renowned Maithili poets, among them Vidyapati Thakur, the ‘father of Maithili literature’."
72,50,51764,2,24,mar,5520,1750,1,Marathi,Marathi,"Marathi:  the official language of  the Indian state of Maharashtra, and one of the 22 scheduled languages of India. The data for this work was based on the standard Marathi spoken in Pune.",NA,NA,5,Mandar Purandare and Krzysztof Stroński,FALSE,mara1378,6,1,0,0,FALSE,FALSE,NA,,NA,NA,Pune variety,75,8,0,0,0,NA,Marathi,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,18.52,73.856,FALSE,FALSE,FALSE,"Set on Pune, India."
71,50,51763,3,33,mar,6981,1750,1,Marathi,Marathi,"Marathi:  the official language of  the Indian state of Maharashtra, and one of the 22 scheduled languages of India. The data for this work was based on the standard Marathi spoken in Pune.",NA,NA,5,Mandar Purandare and Krzysztof Stroński,FALSE,mara1378,6,1,0,0,FALSE,FALSE,NA,,NA,NA,Pune variety,75,8,0,0,0,NA,Marathi,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,18.52,73.856,FALSE,FALSE,FALSE,"Set on Pune, India."
342,265,51838,2,23,mzn,5520,650,0.88,Mazanderani,Mazanderani,,NA,NA,5,Shirin Adibifar and Raheleh Izadifar,FALSE,maza1291,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,76,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,36.57,53.06,FALSE,FALSE,FALSE,"Sari, Iran, main urban centre in which this variety is spoken"
341,265,51837,3,33,mzn,6981,650,0.88,Mazanderani,Mazanderani,,NA,NA,5,Shirin Adibifar and Raheleh Izadifar,FALSE,maza1291,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,76,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,36.57,53.06,FALSE,FALSE,FALSE,"Sari, Iran, main urban centre in which this variety is spoken"
361,281,52037,3,5,ruq,5564,850,1,MeglenoRomanian,Megleno-Romanian,,NA,NA,5,Petar Atanasov,FALSE,megl1237,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,25,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,41.12,22.38,FALSE,FALSE,FALSE,Set to a geographically central location within the area in which Megleno-Romanian is spoken
363,281,52039,1,34,ruq,5564,850,1,MeglenoRomanian,Megleno-Romanian,,NA,NA,5,Petar Atanasov,FALSE,megl1237,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,25,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,41.12,22.38,FALSE,FALSE,FALSE,Set to a geographically central location within the area in which Megleno-Romanian is spoken
362,281,52038,2,51,ruq,5564,850,1,MeglenoRomanian,Megleno-Romanian,,NA,NA,5,Petar Atanasov,FALSE,megl1237,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,25,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,41.12,22.38,FALSE,FALSE,FALSE,Set to a geographically central location within the area in which Megleno-Romanian is spoken
210,172,52124,3,15,xbm,4889,650,1,MiddleBreton,Middle Breton,,NA,NA,5,Britta Irslinger,FALSE,midd1359,10,2,3,0,FALSE,TRUE,NA,,NA,NA,,15,4,2,0,0,NA,Middle_Breton,TRUE,FALSE,N,NA,NA,NA,450,50,NA,NA,48.69,-3.98,FALSE,FALSE,FALSE,"Set on Saint-Paul de Léon, the historical capital of the Léon region."
211,172,52125,2,17,xbm,4889,650,1,MiddleBreton,Middle Breton,,NA,NA,5,Britta Irslinger,FALSE,midd1359,10,2,3,0,FALSE,TRUE,NA,,NA,NA,,15,4,2,0,0,NA,Middle_Breton,TRUE,FALSE,N,NA,NA,NA,450,50,NA,NA,48.69,-3.98,FALSE,FALSE,FALSE,"Set on Saint-Paul de Léon, the historical capital of the Léon region."
212,172,52126,1,48,xbm,4889,650,1,MiddleBreton,Middle Breton,,NA,NA,5,Britta Irslinger,FALSE,midd1359,10,2,3,0,FALSE,TRUE,NA,,NA,NA,,15,4,2,0,0,NA,Middle_Breton,TRUE,FALSE,N,NA,NA,NA,450,50,NA,NA,48.69,-3.98,FALSE,FALSE,FALSE,"Set on Saint-Paul de Léon, the historical capital of the Léon region."
286,231,52115,3,15,cnx,4889,850,1,MiddleCornish,Middle Cornish,,1000,400,5,Nicholas Williams,FALSE,oldc1252,10,2,2,0,FALSE,FALSE,NA,,NA,NA,,36,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,700,100,NA,NA,50.17,-5.1,FALSE,FALSE,FALSE,"Set on Glasney College in Penryn, where many of the core surviving texts in Middle Cornish, particularly ‘Miracle plays’, were composed."
287,231,52116,2,17,cnx,4889,850,1,MiddleCornish,Middle Cornish,,1000,400,5,Nicholas Williams,FALSE,oldc1252,10,2,2,0,FALSE,FALSE,NA,,NA,NA,,36,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,700,100,NA,NA,50.17,-5.1,FALSE,FALSE,FALSE,"Set on Glasney College in Penryn, where many of the core surviving texts in Middle Cornish, particularly ‘Miracle plays’, were composed."
288,231,52117,1,50,cnx,4889,850,1,MiddleCornish,Middle Cornish,,1000,400,5,Nicholas Williams,FALSE,oldc1252,10,2,2,0,FALSE,FALSE,NA,,NA,NA,,36,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,700,100,NA,NA,50.17,-5.1,FALSE,FALSE,FALSE,"Set on Glasney College in Penryn, where many of the core surviving texts in Middle Cornish, particularly ‘Miracle plays’, were composed."
403,300,52005,3,1,dum,4889,950,0.91,MiddleDutch,Middle Dutch,,NA,NA,5,Matthew Boutilier,FALSE,midd1321,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,Brabant dialect.,32,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,800,15,NA,NA,51.433,5.483,FALSE,FALSE,FALSE,"Set on Eindhoven, the capital of modern Noord-Brabant and close to the centre of historical Brabant, a central dialect area and the most influential dialect in the Middle Dutch period."
